age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
22,Self-emp-inc,81164,Prof-school,11,Separated,Machine-op-inspct,Wife,Black,Female,0,0,39,Vietnam,<=50K
55,Self-emp-inc,123039,Assoc-voc,11,Married-spouse-absent,Craft-repair,Not-in-family,Other,Male,1547,14,54,Yugoslavia,>50K
40,Private,287443,Masters,11,Married-civ-spouse,Prof-specialty,Husband,Other,Male,24,0,50,Taiwan,>50K
39,Self-emp-inc,187983,Assoc-voc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,6881,1,50,Vietnam,>50K
36,Self-emp-inc,273221,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1,0,51,Vietnam,>50K
53,Private,124053,Assoc-acdm,12,Married-AF-spouse,Craft-repair,Not-in-family,Other,Male,448,557,37,Yugoslavia,>50K
21,Private,98087,Prof-school,10,Never-married,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,299,0,38,United-States,>50K
28,Self-emp-not-inc,238158,Preschool,15,Married-spouse-absent,Transport-moving,Husband,White,Male,0,0,23,Vietnam,>50K
30,Private,114072,Prof-school,11,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
40,Self-emp-inc,220219,Doctorate,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,680,208,36,Peru,>50K
48,Self-emp-inc,304083,Preschool,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,511,721,43,Thailand,>50K
44,Private,101986,Assoc-voc,11,Married-AF-spouse,Armed-Forces,Other-relative,Other,Male,580,40,37,Yugoslavia,>50K
40,Private,54293,Assoc-acdm,7,Married-spouse-absent,Tech-support,Husband,White,Male,1,0,74,Trinadad&Tobago,<=50K
43,Self-emp-inc,157964,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Other-relative,White,Male,5310,2,48,Yugoslavia,>50K
28,Self-emp-inc,160718,Masters,12,Married-civ-spouse,Farming-fishing,Wife,White,Male,0,0,49,Yugoslavia,<=50K
40,Private,156249,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Unmarried,White,Male,5735,2,36,Yugoslavia,>50K
