age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
16,Private,172015,11th,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
16,Private,172018,Prof-school,15,Separated,Prof-specialty,Other-relative,White,Male,0,0,37,England,<=50K
46,Private,172015,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,5,United-States,>50K
46,Private,172015,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,41,United-States,<=50K
46,Private,172686,Prof-school,15,Never-married,Protective-serv,Other-relative,White,Male,0,0,37,United-States,<=50K
16,Private,325911,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
16,Private,172018,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,5,Nicaragua,<=50K
46,Private,172015,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,10219,0,39,United-States,>50K
46,Private,172203,Bachelors,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,India,<=50K
46,Private,174083,Prof-school,15,Never-married,Sales,Other-relative,White,Male,0,0,37,United-States,>50K
46,Private,172732,Some-college,9,Never-married,Sales,Own-child,White,Male,0,0,41,United-States,>50K
46,Private,173639,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,10219,0,37,United-States,<=50K
46,Private,300751,Some-college,9,Never-married,Sales,Not-in-family,White,Male,0,0,27,United-States,<=50K
16,Private,327148,11th,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,Cuba,<=50K
46,Private,172045,Prof-school,15,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
31,Local-gov,172032,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,41,United-States,>50K
46,Local-gov,172015,HS-grad,9,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,41,United-States,>50K
46,Private,326399,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,<=50K
46,Private,172082,10th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,5,Canada,<=50K
46,Self-emp-inc,172015,11th,7,Separated,Prof-specialty,Other-relative,White,Male,0,0,37,United-States,<=50K
16,Private,172015,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,United-States,>50K
46,Private,309691,Prof-school,15,Divorced,Sales,Other-relative,White,Male,0,0,5,United-States,<=50K
16,Private,195316,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,37,Mexico,>50K
16,Private,172015,10th,5,Divorced,Protective-serv,Not-in-family,White,Male,0,0,27,United-States,>50K
16,Private,172015,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,41,United-States,>50K
16,Private,284033,10th,9,Separated,Handlers-cleaners,Not-in-family,White,Male,0,0,5,United-States,<=50K
16,Private,327156,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,27,United-States,<=50K
16,Private,172015,Prof-school,15,Never-married,Sales,Own-child,White,Male,0,0,27,United-States,<=50K
46,Private,316392,10th,12,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,37,United-States,<=50K
16,Private,172372,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,United-States,>50K
47,Self-emp-inc,172015,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,10219,1813,37,United-States,>50K
