age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
33,Federal-gov,73336,1st-4th,7,Married-AF-spouse,Armed-Forces,Other-relative,White,Male,0,0,39,Yugoslavia,<=50K
32,Federal-gov,26989,HS-grad,8,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Yugoslavia,<=50K
41,Federal-gov,173656,Assoc-acdm,3,Married-AF-spouse,Prof-specialty,Husband,Other,Male,0,2252,39,Yugoslavia,<=50K
33,Federal-gov,311866,HS-grad,8,Married-spouse-absent,Machine-op-inspct,Husband,White,Male,0,0,39,Germany,>50K
44,Federal-gov,199771,Doctorate,8,Never-married,Craft-repair,Husband,White,Male,0,0,47,Yugoslavia,<=50K
43,Local-gov,18536,Bachelors,4,Never-married,Tech-support,Other-relative,White,Female,0,0,28,Jamaica,<=50K
31,Local-gov,84797,HS-grad,8,Divorced,Other-service,Unmarried,White,Male,0,0,39,Yugoslavia,<=50K
61,Local-gov,160385,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1488,39,Yugoslavia,<=50K
50,Federal-gov,307318,Masters,14,Married-spouse-absent,Prof-specialty,Unmarried,Other,Female,0,0,8,Yugoslavia,>50K
59,Federal-gov,210630,Some-college,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,39,Italy,>50K
58,Local-gov,203033,Doctorate,13,Married-AF-spouse,Tech-support,Other-relative,Black,Male,0,0,40,Guatemala,>50K
27,Federal-gov,13445,HS-grad,8,Married-AF-spouse,Prof-specialty,Wife,White,Female,0,0,33,Yugoslavia,<=50K
35,Federal-gov,175535,Assoc-voc,12,Divorced,Machine-op-inspct,Own-child,White,Female,0,0,47,Yugoslavia,<=50K
41,Federal-gov,229940,HS-grad,8,Married-spouse-absent,Other-service,Husband,White,Male,0,0,81,Yugoslavia,>50K
46,Private,267397,Bachelors,12,Married-AF-spouse,Tech-support,Husband,White,Male,0,0,43,Yugoslavia,<=50K
36,Federal-gov,35241,HS-grad,8,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,0,39,Yugoslavia,>50K
27,Federal-gov,140289,Prof-school,10,Separated,Armed-Forces,Own-child,White,Female,0,0,31,Yugoslavia,<=50K
39,Federal-gov,11672,Some-college,9,Divorced,Armed-Forces,Unmarried,White,Female,0,0,39,Yugoslavia,<=50K
55,Federal-gov,172387,1st-4th,3,Married-civ-spouse,Sales,Husband,Other,Male,0,0,39,Italy,>50K
58,Federal-gov,182800,HS-grad,8,Married-spouse-absent,Sales,Husband,White,Male,0,2623,39,Yugoslavia,>50K
30,Federal-gov,24642,Doctorate,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,47,Yugoslavia,<=50K
23,Federal-gov,122362,HS-grad,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,40,Yugoslavia,>50K
43,Self-emp-not-inc,92156,Masters,13,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,48,Yugoslavia,>50K
34,Federal-gov,109287,Assoc-voc,12,Never-married,Prof-specialty,Own-child,White,Female,0,0,39,Yugoslavia,<=50K
20,Federal-gov,251978,12th,6,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,39,Yugoslavia,<=50K
37,Federal-gov,97873,Assoc-voc,12,Married-civ-spouse,Armed-Forces,Husband,White,Male,0,0,39,Yugoslavia,<=50K
45,Federal-gov,31001,HS-grad,8,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,39,Yugoslavia,>50K
34,Federal-gov,580621,Some-college,9,Married-spouse-absent,Farming-fishing,Own-child,White,Male,0,0,54,Yugoslavia,<=50K
33,Local-gov,121534,HS-grad,8,Separated,Protective-serv,Own-child,White,Male,0,0,39,Yugoslavia,<=50K
20,Federal-gov,90183,HS-grad,8,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,0,40,Yugoslavia,<=50K
36,Federal-gov,280441,Doctorate,8,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,42,Yugoslavia,<=50K
64,Federal-gov,215536,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2610,39,Yugoslavia,>50K
21,Federal-gov,232704,Some-college,9,Never-married,Armed-Forces,Other-relative,White,Female,0,0,6,Yugoslavia,<=50K
32,Federal-gov,203687,Bachelors,10,Divorced,Tech-support,Unmarried,White,Female,0,0,39,Yugoslavia,<=50K
41,Federal-gov,95381,Bachelors,12,Separated,Prof-specialty,Not-in-family,White,Female,0,0,39,Yugoslavia,<=50K
44,Local-gov,96886,Some-college,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,40,Yugoslavia,<=50K
42,Federal-gov,84883,Bachelors,12,Married-spouse-absent,Protective-serv,Husband,Black,Male,0,0,39,Ireland,>50K
20,Federal-gov,111472,Some-college,9,Married-civ-spouse,Machine-op-inspct,Not-in-family,Other,Male,0,0,39,Yugoslavia,<=50K
