age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
18,Federal-gov,107520,Some-college,9,Separated,Armed-Forces,Husband,White,Female,0,0,39,Yugoslavia,<=50K
45,Federal-gov,232608,Some-college,9,Married-spouse-absent,Craft-repair,Husband,White,Male,0,0,37,Yugoslavia,<=50K
46,Federal-gov,198672,HS-grad,8,Divorced,Armed-Forces,Not-in-family,White,Female,0,0,39,Yugoslavia,<=50K
36,Federal-gov,99102,HS-grad,8,Married-spouse-absent,Armed-Forces,Not-in-family,White,Male,0,0,52,Yugoslavia,<=50K
56,Private,41680,7th-8th,11,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,39,Yugoslavia,>50K
30,Federal-gov,23616,Masters,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,37,Yugoslavia,<=50K
58,Local-gov,290163,HS-grad,8,Married-AF-spouse,Armed-Forces,Other-relative,White,Female,0,0,49,Yugoslavia,<=50K
29,Federal-gov,8553,Bachelors,12,Never-married,Armed-Forces,Not-in-family,Other,Male,0,0,39,Yugoslavia,<=50K
21,Federal-gov,197825,HS-grad,8,Separated,Tech-support,Other-relative,White,Male,0,0,39,Yugoslavia,<=50K
31,Federal-gov,199839,Bachelors,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,18,Yugoslavia,<=50K
33,Private,35225,Prof-school,9,Married-spouse-absent,Other-service,Husband,White,Male,0,0,39,Yugoslavia,<=50K
44,Federal-gov,44253,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,Yugoslavia,<=50K
31,Federal-gov,54394,HS-grad,8,Divorced,Armed-Forces,Other-relative,White,Female,0,0,39,Yugoslavia,<=50K
24,Federal-gov,26164,Bachelors,12,Never-married,Armed-Forces,Husband,White,Male,3883,0,39,Vietnam,<=50K
57,Local-gov,122296,Assoc-voc,10,Married-AF-spouse,Armed-Forces,Husband,White,Male,0,0,18,Yugoslavia,>50K
59,Federal-gov,238154,HS-grad,8,Married-civ-spouse,Armed-Forces,Other-relative,White,Male,0,0,56,Yugoslavia,<=50K
73,Federal-gov,256955,Bachelors,12,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,40,Yugoslavia,>50K
20,Federal-gov,197893,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,41,Yugoslavia,<=50K
32,Federal-gov,21581,Assoc-acdm,12,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,42,Yugoslavia,>50K
31,Federal-gov,194466,Doctorate,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,Yugoslavia,>50K
35,Local-gov,62772,HS-grad,8,Separated,Priv-house-serv,Not-in-family,White,Male,0,0,16,Yugoslavia,<=50K
26,Federal-gov,345054,Assoc-voc,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,4,Yugoslavia,<=50K
61,Federal-gov,82152,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,Yugoslavia,<=50K
29,Private,323122,Preschool,13,Married-civ-spouse,Tech-support,Not-in-family,White,Male,0,0,39,Yugoslavia,<=50K
45,Federal-gov,119556,HS-grad,13,Divorced,Protective-serv,Own-child,White,Male,0,0,39,Yugoslavia,<=50K
49,Federal-gov,168534,Doctorate,13,Married-AF-spouse,Prof-specialty,Other-relative,White,Male,0,2026,43,Vietnam,>50K
56,Federal-gov,140432,Assoc-voc,12,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,24,Yugoslavia,<=50K
20,Federal-gov,129672,Some-college,9,Separated,Craft-repair,Other-relative,White,Female,0,0,39,Yugoslavia,<=50K
26,Federal-gov,98102,Some-college,9,Separated,Protective-serv,Other-relative,White,Female,0,0,24,Yugoslavia,<=50K
36,Federal-gov,179290,Assoc-voc,12,Married-spouse-absent,Tech-support,Not-in-family,White,Male,0,0,28,Yugoslavia,<=50K
36,Local-gov,100122,HS-grad,8,Separated,Craft-repair,Not-in-family,White,Female,0,0,39,Yugoslavia,<=50K
46,Local-gov,91710,Some-college,9,Married-spouse-absent,Other-service,Husband,White,Male,0,0,52,Yugoslavia,<=50K
35,Local-gov,373214,Prof-school,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,Poland,<=50K
20,Federal-gov,267894,Some-college,9,Never-married,Adm-clerical,Other-relative,White,Male,0,0,17,Yugoslavia,<=50K
35,Federal-gov,345685,HS-grad,8,Married-spouse-absent,Farming-fishing,Husband,White,Male,0,0,39,Yugoslavia,<=50K
24,Federal-gov,213156,HS-grad,8,Never-married,Other-service,Unmarried,White,Male,0,0,39,Yugoslavia,<=50K
30,Federal-gov,198276,Doctorate,13,Married-spouse-absent,Armed-Forces,Husband,White,Male,0,0,39,Yugoslavia,<=50K
21,Local-gov,183774,HS-grad,8,Separated,Sales,Not-in-family,White,Female,0,0,39,Yugoslavia,<=50K
28,Federal-gov,198665,Some-college,9,Widowed,Armed-Forces,Not-in-family,Other,Female,0,0,39,Yugoslavia,<=50K
53,Federal-gov,33185,HS-grad,8,Married-spouse-absent,Adm-clerical,Husband,White,Male,0,0,39,Yugoslavia,<=50K
33,Federal-gov,119730,Some-college,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,Yugoslavia,<=50K
