age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
36,Self-emp-inc,452814,Bachelors,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,South,<=50K
36,Self-emp-inc,231627,Bachelors,14,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Yugoslavia,<=50K
45,Self-emp-inc,157644,Doctorate,10,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Vietnam,<=50K
36,Self-emp-inc,221713,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
45,Self-emp-inc,230693,Bachelors,9,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Male,0,0,40,Vietnam,<=50K
45,Self-emp-inc,150121,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
45,Self-emp-inc,145095,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
36,Self-emp-inc,153937,Bachelors,14,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Vietnam,<=50K
55,Self-emp-inc,149009,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
36,Self-emp-inc,230322,Assoc-voc,9,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Vietnam,<=50K
26,Self-emp-inc,155080,Bachelors,9,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Vietnam,<=50K
36,Self-emp-inc,233788,Bachelors,9,Married-spouse-absent,Priv-house-serv,Husband,Black,Male,0,0,40,Yugoslavia,<=50K
36,Self-emp-inc,226906,Assoc-voc,9,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Vietnam,<=50K
45,Self-emp-inc,227839,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Vietnam,<=50K
26,Self-emp-inc,152539,Bachelors,9,Married-spouse-absent,Priv-house-serv,Not-in-family,Black,Male,0,0,40,Vietnam,<=50K
45,Self-emp-inc,228290,Bachelors,14,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Puerto-Rico,<=50K
27,Self-emp-inc,155138,Assoc-acdm,9,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Nicaragua,<=50K
46,Self-emp-inc,147110,Assoc-voc,9,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
35,Self-emp-inc,223188,Assoc-acdm,9,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Thailand,<=50K
45,Self-emp-inc,232786,Bachelors,9,Married-spouse-absent,Other-service,Husband,Black,Male,0,0,40,Yugoslavia,<=50K
27,Self-emp-inc,205220,Assoc-voc,9,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
55,Self-emp-not-inc,153935,Assoc-voc,14,Married-spouse-absent,Other-service,Not-in-family,Black,Male,0,0,40,Yugoslavia,<=50K
