age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
28,Federal-gov,482647,1st-4th,14,Married-spouse-absent,Sales,Husband,White,Male,2,1716,81,Yugoslavia,>50K
32,Federal-gov,457452,10th,13,Married-spouse-absent,Craft-repair,Husband,White,Male,6,1,76,Peru,<=50K
50,Federal-gov,269934,12th,10,Never-married,Machine-op-inspct,Other-relative,White,Male,0,0,70,Vietnam,<=50K
30,Federal-gov,748463,10th,9,Separated,Adm-clerical,Not-in-family,White,Male,10,0,74,Vietnam,<=50K
45,Local-gov,477334,1st-4th,10,Married-AF-spouse,Handlers-cleaners,Husband,White,Female,33,0,71,Yugoslavia,<=50K
34,Federal-gov,285427,Assoc-voc,13,Married-spouse-absent,Sales,Husband,White,Male,4,1674,82,Yugoslavia,>50K
45,Self-emp-not-inc,356275,10th,13,Separated,Machine-op-inspct,Other-relative,Black,Male,80,0,73,Yugoslavia,<=50K
33,Local-gov,315571,11th,10,Separated,Handlers-cleaners,Husband,White,Male,12,0,77,Yugoslavia,<=50K
29,Federal-gov,705886,10th,4,Married-spouse-absent,Armed-Forces,Husband,White,Male,19,0,57,Vietnam,<=50K
34,Local-gov,435144,10th,13,Separated,Craft-repair,Husband,White,Male,63,0,73,Vietnam,<=50K
51,Federal-gov,239629,12th,10,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,1,0,76,Vietnam,<=50K
35,Federal-gov,248360,12th,15,Married-spouse-absent,Tech-support,Husband,White,Male,2,1631,78,Vietnam,>50K
29,Federal-gov,429890,11th,10,Separated,Adm-clerical,Husband,White,Female,10,0,69,Yugoslavia,<=50K
32,Federal-gov,560326,10th,14,Separated,Farming-fishing,Husband,White,Male,15,0,69,Yugoslavia,<=50K
33,Federal-gov,248294,10th,7,Separated,Craft-repair,Not-in-family,White,Male,0,1,75,Iran,<=50K
38,Local-gov,467612,11th,12,Never-married,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,13,78,Philippines,<=50K
55,Local-gov,390843,11th,13,Separated,Farming-fishing,Husband,White,Male,18,0,73,Yugoslavia,<=50K
39,Federal-gov,247893,10th,13,Separated,Exec-managerial,Not-in-family,White,Female,26137,0,71,Yugoslavia,>50K
44,Federal-gov,271938,10th,7,Never-married,Tech-support,Not-in-family,White,Male,2,11,80,Italy,>50K
56,Federal-gov,276620,1st-4th,11,Married-spouse-absent,Armed-Forces,Husband,White,Male,53,0,72,Yugoslavia,<=50K
31,Federal-gov,372725,11th,11,Married-spouse-absent,Protective-serv,Own-child,White,Male,78,1,75,Trinadad&Tobago,>50K
61,Self-emp-inc,195057,9th,11,Never-married,Exec-managerial,Not-in-family,White,Male,1,1,78,Philippines,<=50K
28,Federal-gov,660290,10th,4,Separated,Armed-Forces,Not-in-family,Other,Female,2,0,64,Vietnam,<=50K
80,Federal-gov,196173,Prof-school,13,Never-married,Protective-serv,Husband,White,Male,6,34,81,South,>50K
43,Federal-gov,556118,11th,10,Divorced,Armed-Forces,Husband,White,Female,9,0,73,Yugoslavia,<=50K
51,Federal-gov,324362,11th,13,Never-married,Sales,Not-in-family,White,Male,2,17,81,Mexico,>50K
34,Federal-gov,351413,11th,8,Separated,Armed-Forces,Not-in-family,White,Female,5,0,71,Vietnam,<=50K
37,Federal-gov,503905,10th,14,Separated,Machine-op-inspct,Husband,White,Male,1288,0,75,Vietnam,>50K
44,Private,262744,10th,14,Never-married,Other-service,Husband,White,Male,736,0,74,Vietnam,>50K
32,Local-gov,655779,11th,12,Separated,Armed-Forces,Unmarried,Black,Female,1,1,69,Vietnam,<=50K
47,Local-gov,299327,11th,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,443,0,72,Vietnam,>50K
42,Local-gov,293668,10th,14,Never-married,Handlers-cleaners,Husband,White,Female,11,0,72,Yugoslavia,<=50K
34,Federal-gov,448786,11th,13,Separated,Exec-managerial,Husband,White,Female,28,0,70,Yugoslavia,<=50K
