age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
66,Federal-gov,345068,Doctorate,2,Never-married,Exec-managerial,Other-relative,White,Male,41,50,74,Vietnam,<=50K
50,Federal-gov,271976,Masters,3,Married-spouse-absent,Craft-repair,Husband,White,Male,26,48,81,Vietnam,>50K
21,Federal-gov,336802,Masters,3,Separated,Exec-managerial,Own-child,White,Male,51,45,49,Yugoslavia,<=50K
35,Federal-gov,251258,Doctorate,2,Married-spouse-absent,Armed-Forces,Husband,White,Male,17,47,81,Yugoslavia,>50K
37,Federal-gov,252774,Some-college,4,Married-spouse-absent,Exec-managerial,Husband,White,Male,24,44,79,Vietnam,>50K
33,Federal-gov,188905,9th,6,Married-spouse-absent,Tech-support,Husband,White,Male,21,38,82,Yugoslavia,<=50K
33,Federal-gov,253658,HS-grad,3,Married-spouse-absent,Craft-repair,Husband,White,Male,26,52,78,Yugoslavia,>50K
38,Federal-gov,187985,Assoc-voc,8,Separated,Sales,Not-in-family,White,Male,28,33,85,Yugoslavia,>50K
49,Federal-gov,295199,Assoc-acdm,7,Married-civ-spouse,Armed-Forces,Husband,White,Male,19,34,85,Yugoslavia,>50K
23,Federal-gov,222342,7th-8th,8,Separated,Sales,Not-in-family,White,Male,26,44,67,Yugoslavia,<=50K
41,Federal-gov,283783,Some-college,4,Divorced,Tech-support,Not-in-family,White,Male,13,51,76,Yugoslavia,<=50K
38,Federal-gov,191041,Assoc-voc,7,Married-spouse-absent,Tech-support,Husband,White,Male,22,52,93,Yugoslavia,>50K
49,Federal-gov,257339,Bachelors,3,Married-spouse-absent,Armed-Forces,Husband,White,Male,28,41,85,Yugoslavia,>50K
48,Federal-gov,227803,HS-grad,2,Widowed,Adm-clerical,Wife,Black,Female,4,49,78,Yugoslavia,<=50K
35,Federal-gov,298954,5th-6th,7,Separated,Protective-serv,Unmarried,White,Female,4,45,38,Vietnam,<=50K
67,Federal-gov,390216,Preschool,3,Married-AF-spouse,Armed-Forces,Unmarried,White,Female,0,2168,66,Yugoslavia,<=50K
34,Federal-gov,204311,Masters,3,Married-AF-spouse,Machine-op-inspct,Wife,Black,Female,5,50,77,Vietnam,<=50K
67,Federal-gov,385573,Bachelors,2,Never-married,Exec-managerial,Own-child,White,Male,0,68,65,Scotland,<=50K
20,Federal-gov,246451,10th,1,Separated,Exec-managerial,Own-child,White,Female,1,44,30,Vietnam,<=50K
36,Federal-gov,266720,Preschool,3,Married-spouse-absent,Sales,Husband,White,Male,26,54,92,Yugoslavia,>50K
21,Federal-gov,233236,Bachelors,5,Separated,Priv-house-serv,Own-child,Asian-Pac-Islander,Female,19,39,48,Yugoslavia,<=50K
22,Federal-gov,280237,Some-college,4,Separated,Adm-clerical,Own-child,White,Female,4,41,28,Yugoslavia,<=50K
32,Federal-gov,237346,10th,1,Married-spouse-absent,Machine-op-inspct,Wife,Other,Male,2,58,69,Guatemala,<=50K
48,Federal-gov,251849,Preschool,3,Never-married,Protective-serv,Other-relative,White,Female,22,53,76,Yugoslavia,<=50K
36,Federal-gov,232959,Doctorate,2,Married-spouse-absent,Craft-repair,Husband,White,Male,29,45,80,Yugoslavia,>50K
23,Federal-gov,302299,Doctorate,3,Separated,Exec-managerial,Own-child,White,Male,58,47,68,Yugoslavia,<=50K
41,Federal-gov,252053,Bachelors,2,Married-spouse-absent,Tech-support,Husband,White,Male,25,39,83,Yugoslavia,>50K
28,Federal-gov,251929,Assoc-voc,10,Separated,Sales,Own-child,White,Female,0,43,28,Yugoslavia,<=50K
49,Federal-gov,210000,Assoc-acdm,7,Married-civ-spouse,Tech-support,Husband,White,Male,26,37,83,Yugoslavia,>50K
28,Federal-gov,235124,Assoc-voc,8,Separated,Exec-managerial,Not-in-family,White,Female,24,48,70,Vietnam,<=50K
29,Federal-gov,274445,10th,2,Married-spouse-absent,Exec-managerial,Husband,White,Male,25,52,79,Vietnam,<=50K
27,Federal-gov,322417,7th-8th,2,Married-spouse-absent,Other-service,Husband,Other,Male,0,2182,76,Vietnam,<=50K
33,Federal-gov,279927,Bachelors,4,Separated,Armed-Forces,Not-in-family,White,Female,22,45,71,Yugoslavia,<=50K
40,Federal-gov,265855,Prof-school,3,Separated,Adm-clerical,Wife,Asian-Pac-Islander,Female,10,61,74,Vietnam,<=50K
