age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
42,State-gov,191083,HS-grad,13,Never-married,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
24,State-gov,219237,Some-college,8,Married-spouse-absent,Tech-support,Wife,White,Female,0,0,8,United-States,<=50K
31,State-gov,445487,Some-college,10,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,58,Philippines,<=50K
35,Private,229313,HS-grad,13,Divorced,Adm-clerical,Husband,White,Male,0,0,39,United-States,<=50K
51,Local-gov,276043,7th-8th,2,Separated,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
31,Private,12640,Some-college,9,Widowed,Adm-clerical,Husband,Asian-Pac-Islander,Female,0,0,34,United-States,<=50K
17,State-gov,116811,Bachelors,12,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,0,0,39,United-States,<=50K
33,Private,219415,11th,5,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,Germany,<=50K
72,Private,230120,Bachelors,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,59,United-States,>50K
55,Self-emp-not-inc,435242,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,United-States,<=50K
16,Local-gov,165133,Some-college,9,Married-spouse-absent,Exec-managerial,Wife,White,Female,0,0,26,England,<=50K
16,Private,29511,Some-college,9,Married-spouse-absent,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
16,Federal-gov,211890,HS-grad,8,Divorced,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
33,Federal-gov,11167,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,2012,39,United-States,<=50K
40,Private,237215,10th,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,6238,0,58,United-States,>50K
26,Private,125689,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,61,United-States,>50K
25,Local-gov,10982,Some-college,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,0,55,United-States,<=50K
42,Private,137835,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,57,United-States,<=50K
58,Private,115159,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
35,Private,138300,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,92,Ireland,<=50K
59,Private,226723,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,61,United-States,>50K
19,Self-emp-not-inc,260427,HS-grad,8,Never-married,Other-service,Not-in-family,White,Female,0,0,39,United-States,<=50K
44,Private,31299,Some-college,8,Married-civ-spouse,Adm-clerical,Husband,Other,Male,0,0,40,United-States,>50K
56,Private,318700,10th,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,2012,43,United-States,>50K
24,Private,48414,Some-college,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,93,United-States,>50K
44,Self-emp-inc,13020,HS-grad,8,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,47,United-States,<=50K
33,Private,315660,HS-grad,8,Married-civ-spouse,Priv-house-serv,Husband,White,Female,0,0,40,United-States,<=50K
18,Private,181649,HS-grad,8,Divorced,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K
69,Private,211904,Some-college,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,29,England,<=50K
24,Private,156521,Some-college,10,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,92,United-States,<=50K
43,Self-emp-inc,345888,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Japan,<=50K
16,Private,45084,7th-8th,2,Never-married,Exec-managerial,Wife,Black,Female,0,0,20,Puerto-Rico,<=50K
31,Private,455381,Bachelors,12,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
51,Private,248891,11th,6,Married-civ-spouse,Sales,Husband,Black,Female,0,0,40,United-States,<=50K
16,Without-pay,14350,HS-grad,8,Never-married,Other-service,Other-relative,Black,Male,0,0,40,United-States,<=50K
24,State-gov,295111,HS-grad,8,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,0,41,United-States,<=50K
24,Private,120604,Bachelors,12,Never-married,Prof-specialty,Husband,White,Male,0,0,37,United-States,<=50K
34,Private,13663,Some-college,9,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,57,Jamaica,<=50K
25,Private,218910,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Laos,<=50K
40,Self-emp-inc,453155,Bachelors,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Cuba,>50K
17,Private,43381,Some-college,9,Never-married,Other-service,Other-relative,Black,Male,0,0,42,United-States,<=50K
17,Private,17183,HS-grad,8,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K
37,Private,37078,HS-grad,8,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,40,Portugal,<=50K
33,Private,226119,Bachelors,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,142431,Some-college,8,Never-married,Craft-repair,Unmarried,White,Female,0,0,40,Guatemala,<=50K
24,Federal-gov,22813,7th-8th,3,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
16,State-gov,155635,Some-college,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,5,United-States,<=50K
58,Private,153179,7th-8th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,40,Philippines,<=50K
56,Private,21631,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,287367,5th-6th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,39,Japan,<=50K
25,Self-emp-inc,39987,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,Portugal,<=50K
34,Private,456176,Bachelors,12,Never-married,Prof-specialty,Other-relative,Black,Male,22545,0,60,United-States,>50K
45,State-gov,156392,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,189833,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,0,0,57,United-States,<=50K
18,State-gov,119062,HS-grad,8,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,El-Salvador,<=50K
39,Private,456695,9th,2,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,52,Germany,>50K
16,Private,12330,HS-grad,8,Never-married,Protective-serv,Wife,White,Female,0,0,39,United-States,<=50K
35,Private,316184,Bachelors,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,Ireland,<=50K
34,Self-emp-not-inc,180975,11th,6,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,63549,HS-grad,5,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,112345,Some-college,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,>50K
24,State-gov,170553,5th-6th,13,Divorced,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
16,Self-emp-not-inc,27025,HS-grad,8,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,39,United-States,<=50K
32,Private,192407,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,40,United-States,<=50K
16,State-gov,367277,HS-grad,8,Never-married,Other-service,Own-child,White,Female,0,0,13,Portugal,<=50K
27,Private,153171,12th,14,Never-married,Prof-specialty,Husband,White,Male,0,0,59,United-States,>50K
27,Self-emp-inc,31885,Some-college,9,Married-civ-spouse,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Private,296998,Some-college,9,Married-civ-spouse,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Federal-gov,120382,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
24,Private,238682,Bachelors,12,Never-married,Sales,Not-in-family,White,Male,4298,0,54,Yugoslavia,<=50K
16,State-gov,46144,Some-college,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,32,United-States,<=50K
45,Federal-gov,115479,Some-college,9,Widowed,Adm-clerical,Husband,White,Male,0,0,40,El-Salvador,<=50K
47,Private,140137,Some-college,8,Married-civ-spouse,Craft-repair,Wife,Other,Male,7609,0,40,United-States,>50K
44,Private,91603,Prof-school,13,Never-married,Prof-specialty,Unmarried,White,Female,99999,0,40,Germany,>50K
52,Local-gov,388809,12th,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Female,18906,0,40,El-Salvador,>50K
22,State-gov,61644,Some-college,8,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,39,United-States,<=50K
33,Private,237270,HS-grad,8,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,52,Peru,>50K
16,Federal-gov,124082,Some-college,9,Never-married,Armed-Forces,Other-relative,White,Female,0,0,39,United-States,<=50K
43,Local-gov,318384,Some-college,10,Married-civ-spouse,Priv-house-serv,Husband,White,Male,0,0,59,Cuba,<=50K
27,Private,178404,Bachelors,13,Never-married,Prof-specialty,Husband,White,Male,0,0,39,Puerto-Rico,<=50K
24,State-gov,32048,10th,8,Married-civ-spouse,Armed-Forces,Wife,Other,Male,6239,0,40,Hong,<=50K
33,Private,251352,HS-grad,8,Never-married,Tech-support,Not-in-family,White,Male,0,0,59,United-States,<=50K
35,Self-emp-not-inc,93662,HS-grad,8,Married-civ-spouse,Sales,Wife,White,Male,0,0,60,Jamaica,>50K
31,State-gov,13418,Some-college,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,93,Cambodia,<=50K
45,Private,185894,Some-college,10,Divorced,Protective-serv,Other-relative,White,Male,0,0,50,United-States,<=50K
56,Private,266517,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,Asian-Pac-Islander,Male,0,0,57,United-States,<=50K
57,Federal-gov,28808,7th-8th,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,3394,0,40,United-States,<=50K
31,Private,125573,7th-8th,3,Never-married,Craft-repair,Not-in-family,White,Male,6914,0,57,Jamaica,<=50K
16,Private,29068,HS-grad,8,Separated,Farming-fishing,Other-relative,White,Male,0,0,26,Nicaragua,<=50K
34,Self-emp-inc,233383,Bachelors,12,Never-married,Prof-specialty,Other-relative,Black,Male,18557,0,47,United-States,>50K
24,Private,146811,Some-college,9,Married-civ-spouse,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,18950,0,60,Philippines,>50K
48,Private,223085,9th,3,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,Mexico,<=50K
53,Private,141007,HS-grad,9,Married-civ-spouse,Sales,Own-child,White,Male,0,0,92,Cuba,>50K
46,Private,177033,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,7516,0,61,Philippines,>50K
40,Private,458903,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60,Hungary,>50K
18,Private,233083,HS-grad,8,Never-married,Protective-serv,Other-relative,White,Male,0,0,56,Peru,<=50K
31,Self-emp-inc,124401,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,51,United-States,<=50K
44,Private,171554,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
16,Private,316869,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,0,0,40,United-States,<=50K
20,Federal-gov,188549,9th,2,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,88467,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2012,17,Laos,<=50K
53,Private,195213,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
53,Private,199356,11th,6,Divorced,Craft-repair,Unmarried,White,Female,0,0,10,Puerto-Rico,<=50K
56,Private,256777,Some-college,10,Married-civ-spouse,Handlers-cleaners,Wife,Asian-Pac-Islander,Male,0,0,40,El-Salvador,>50K
45,Self-emp-inc,379988,12th,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
44,Private,197206,5th-6th,12,Never-married,Other-service,Not-in-family,Black,Female,0,0,44,United-States,<=50K
34,Private,273804,11th,6,Divorced,Transport-moving,Husband,White,Male,0,0,39,United-States,<=50K
34,Federal-gov,63649,9th,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Cambodia,<=50K
26,Federal-gov,17520,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Female,0,0,40,Mexico,<=50K
32,Local-gov,206772,Bachelors,12,Married-spouse-absent,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
33,Private,228557,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Unmarried,Black,Male,7492,0,50,Philippines,>50K
50,Private,409743,Some-college,8,Married-civ-spouse,Craft-repair,Unmarried,White,Female,0,0,58,United-States,>50K
33,State-gov,123261,Bachelors,12,Never-married,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,406350,9th,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,57,United-States,<=50K
24,Local-gov,114577,HS-grad,8,Divorced,Protective-serv,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
27,Private,119756,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,190804,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,58,Cuba,<=50K
56,Local-gov,162940,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Mexico,<=50K
55,Self-emp-not-inc,132062,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,Greece,<=50K
24,Private,191372,Assoc-voc,13,Divorced,Other-service,Unmarried,White,Female,0,0,6,Germany,<=50K
33,Self-emp-not-inc,146184,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,58,Jamaica,<=50K
24,State-gov,154341,Prof-school,8,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,86,United-States,>50K
33,Private,175323,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Female,0,0,40,El-Salvador,<=50K
56,Self-emp-not-inc,50745,Prof-school,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
60,Private,120694,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Cuba,<=50K
34,Private,12247,5th-6th,12,Never-married,Other-service,Not-in-family,White,Female,0,0,39,Germany,<=50K
37,Private,131193,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,56,Jamaica,<=50K
56,Private,10419,11th,6,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,53,Germany,<=50K
55,Private,159502,11th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,212324,11th,6,Divorced,Exec-managerial,Unmarried,White,Male,0,1859,39,United-States,<=50K
59,Self-emp-inc,312310,12th,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,23814,0,40,El-Salvador,>50K
30,Private,10866,Some-college,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,<=50K
34,Private,40570,HS-grad,8,Married-spouse-absent,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Self-emp-not-inc,149589,Assoc-voc,12,Married-civ-spouse,Prof-specialty,Unmarried,White,Female,0,2012,42,Portugal,>50K
57,Federal-gov,453342,5th-6th,2,Never-married,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
16,Private,24689,Some-college,9,Never-married,Exec-managerial,Not-in-family,White,Female,2358,0,39,Jamaica,<=50K
25,Private,60510,HS-grad,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,118658,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,<=50K
39,Federal-gov,14007,Assoc-voc,9,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
51,Private,170270,12th,2,Never-married,Farming-fishing,Unmarried,Asian-Pac-Islander,Female,0,0,31,Germany,<=50K
35,Private,122119,Some-college,10,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,9718,0,39,Philippines,<=50K
16,Self-emp-not-inc,314908,HS-grad,8,Never-married,Sales,Other-relative,White,Female,0,1859,39,Dominican-Republic,<=50K
