age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
62,Private,169077,Assoc-voc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,32,United-States,<=50K
27,Private,344178,9th,5,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30,India,<=50K
28,Private,201666,Bachelors,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
50,Private,345060,HS-grad,8,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,49,United-States,<=50K
27,Private,140523,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,39,United-States,<=50K
37,Private,34255,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Female,0,0,39,United-States,<=50K
39,Private,264526,Masters,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,39,United-States,<=50K
38,Private,36268,Bachelors,12,Never-married,Armed-Forces,Not-in-family,White,Male,0,0,47,United-States,<=50K
50,Private,83739,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
39,Self-emp-not-inc,28586,Bachelors,12,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,50,Japan,<=50K
28,Private,272190,Bachelors,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,<=50K
28,Private,113791,HS-grad,8,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
39,Private,162277,Bachelors,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,39,United-States,<=50K
63,Local-gov,83066,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,39,United-States,<=50K
63,Private,164594,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
50,Private,158473,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
39,Private,80541,Masters,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,45,United-States,<=50K
28,Private,113681,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,Canada,<=50K
28,Private,175867,7th-8th,4,Never-married,Other-service,Unmarried,White,Female,0,0,21,United-States,<=50K
50,Local-gov,100714,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,1801,47,United-States,<=50K
50,Private,217931,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,>50K
50,Private,108822,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,27,United-States,<=50K
39,Private,243125,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,>50K
63,Local-gov,112577,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,47,United-States,>50K
63,Self-emp-not-inc,187708,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1995,56,United-States,>50K
28,Private,158387,Some-college,9,Never-married,Sales,Not-in-family,White,Male,0,0,54,United-States,<=50K
49,Private,86738,HS-grad,8,Never-married,Sales,Own-child,White,Male,0,0,32,United-States,<=50K
50,Self-emp-not-inc,161949,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2369,0,48,United-States,<=50K
39,Self-emp-not-inc,150321,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,Private,366988,7th-8th,4,Married-spouse-absent,Handlers-cleaners,Husband,White,Female,0,0,39,United-States,<=50K
79,Private,265675,9th,4,Never-married,Other-service,Not-in-family,White,Female,0,0,47,United-States,<=50K
28,Private,107962,HS-grad,9,Never-married,Sales,Own-child,Black,Female,0,0,23,United-States,<=50K
63,Private,240747,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,>50K
49,Private,182346,Masters,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,39,United-States,<=50K
39,Federal-gov,70115,HS-grad,8,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,39,El-Salvador,<=50K
28,Private,269267,Bachelors,12,Married-civ-spouse,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
39,Private,36128,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
28,Federal-gov,342852,Assoc-voc,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,7,India,<=50K
39,Private,172571,HS-grad,8,Divorced,Adm-clerical,Unmarried,White,Male,0,0,47,United-States,<=50K
50,Self-emp-inc,167552,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1925,48,United-States,>50K
63,Private,98705,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
63,Private,123945,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
39,Private,238472,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Male,0,0,19,United-States,<=50K
50,Federal-gov,83771,Some-college,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
38,Private,256385,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
63,Private,214920,9th,5,Widowed,Protective-serv,Other-relative,White,Male,0,0,90,United-States,<=50K
50,Private,111749,Assoc-acdm,12,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,39,United-States,<=50K
63,Private,140747,Bachelors,12,Divorced,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K
39,Private,24526,Some-college,9,Never-married,Sales,Not-in-family,White,Male,0,0,39,United-States,<=50K
20,Private,92319,Some-college,9,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
50,Self-emp-not-inc,367326,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,52,United-States,<=50K
49,Private,153829,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
50,Private,152059,HS-grad,8,Married-civ-spouse,Armed-Forces,Wife,White,Female,0,0,39,United-States,<=50K
39,Private,169878,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,39,United-States,<=50K
63,Private,358682,11th,7,Divorced,Transport-moving,Unmarried,White,Female,0,0,39,United-States,<=50K
38,Private,41201,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
28,Private,161377,HS-grad,8,Never-married,Sales,Own-child,White,Male,0,0,30,United-States,<=50K
39,Private,90138,Masters,13,Never-married,Other-service,Not-in-family,White,Male,0,0,50,United-States,<=50K
38,Private,158311,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,<=50K
63,State-gov,193016,HS-grad,8,Divorced,Armed-Forces,Husband,White,Female,3966,0,39,United-States,<=50K
39,Private,120215,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
38,Private,161147,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,<=50K
39,Private,165293,Some-college,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,39,United-States,<=50K
