age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
32,Self-emp-inc,182280,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,>50K
35,Local-gov,102982,Bachelors,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,69,United-States,<=50K
64,Self-emp-not-inc,161444,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,78,United-States,<=50K
35,Federal-gov,102582,HS-grad,8,Divorced,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K
23,Private,53223,Some-college,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,45,United-States,<=50K
54,Private,221075,HS-grad,8,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,39,United-States,>50K
66,Local-gov,66457,12th,9,Married-civ-spouse,Craft-repair,Husband,White,Male,237,0,48,United-States,>50K
21,Self-emp-not-inc,211283,Masters,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,56,United-States,>50K
53,Local-gov,185393,Masters,3,Married-civ-spouse,Protective-serv,Husband,White,Male,664,0,39,Mexico,>50K
22,Private,217575,Some-college,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,30,United-States,<=50K
52,Private,206856,Masters,9,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,<=50K
60,Private,120032,HS-grad,8,Widowed,Other-service,Not-in-family,Black,Female,547,0,39,United-States,<=50K
24,Private,161086,HS-grad,8,Never-married,Machine-op-inspct,Wife,Black,Female,0,0,39,United-States,<=50K
50,Local-gov,37276,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,265,0,39,Mexico,>50K
43,Federal-gov,53573,HS-grad,8,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,59,United-States,>50K
73,Self-emp-not-inc,223978,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,76,United-States,>50K
53,Private,227010,Bachelors,11,Married-civ-spouse,Craft-repair,Husband,White,Male,235,0,50,United-States,>50K
53,Self-emp-not-inc,140749,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49,United-States,>50K
22,State-gov,129037,HS-grad,8,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,20,United-States,>50K
22,Private,314364,HS-grad,8,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,25,United-States,>50K
52,Self-emp-not-inc,200656,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,62,United-States,>50K
38,Private,187926,Some-college,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,49,United-States,<=50K
32,Self-emp-not-inc,52156,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,46,United-States,>50K
47,Self-emp-not-inc,196977,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,386,0,56,United-States,>50K
34,Local-gov,101324,Bachelors,11,Never-married,Other-service,Not-in-family,Black,Female,0,0,32,United-States,<=50K
19,Federal-gov,112193,Assoc-acdm,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,<=50K
70,Federal-gov,23764,Bachelors,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,State-gov,103748,Bachelors,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,39,United-States,<=50K
21,State-gov,148071,Bachelors,11,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,>50K
38,Private,34742,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,>50K
24,Private,98219,Some-college,9,Divorced,Sales,Unmarried,White,Female,270,0,48,United-States,<=50K
55,Federal-gov,207363,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
22,State-gov,160665,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
24,Self-emp-not-inc,196790,HS-grad,8,Married-civ-spouse,Farming-fishing,Wife,Black,Female,0,0,31,United-States,<=50K
52,Self-emp-not-inc,93254,Assoc-acdm,2,Divorced,Prof-specialty,Unmarried,White,Female,243,0,26,United-States,<=50K
47,Local-gov,210636,HS-grad,8,Never-married,Sales,Own-child,White,Male,0,0,39,United-States,<=50K
19,Federal-gov,215058,Assoc-voc,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
73,Private,178821,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Female,307,0,39,United-States,<=50K
65,Private,39820,9th,3,Divorced,Other-service,Not-in-family,White,Female,0,0,21,Mexico,<=50K
55,Local-gov,113362,HS-grad,8,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Mexico,<=50K
52,Local-gov,96263,Assoc-acdm,11,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,48,United-States,<=50K
31,Self-emp-not-inc,126133,HS-grad,8,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
23,Self-emp-not-inc,47185,Some-college,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,22,United-States,<=50K
20,Private,322050,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,39,United-States,<=50K
49,Local-gov,207300,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,50,United-States,>50K
60,Federal-gov,214040,Some-college,6,Married-civ-spouse,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,>50K
31,Local-gov,181521,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,21,United-States,>50K
26,Private,175150,Some-college,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,24,United-States,<=50K
40,Self-emp-not-inc,111704,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
23,Self-emp-not-inc,234316,Some-college,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,26,United-States,>50K
26,Self-emp-inc,189662,Some-college,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,39,United-States,>50K
56,State-gov,90247,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Female,0,0,39,United-States,>50K
41,Private,109288,HS-grad,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,39,Mexico,>50K
50,Self-emp-not-inc,117079,HS-grad,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,84,United-States,>50K
46,State-gov,212372,HS-grad,8,Married-civ-spouse,Other-service,Unmarried,White,Female,0,0,34,United-States,<=50K
38,State-gov,172888,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,296,0,39,United-States,>50K
52,Federal-gov,37599,Masters,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,243,0,40,United-States,>50K
54,Private,109272,HS-grad,8,Married-civ-spouse,Sales,Husband,Black,Female,0,0,48,United-States,<=50K
25,Federal-gov,103164,Some-college,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,238,0,48,United-States,<=50K
19,State-gov,312859,Some-college,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,44,United-States,>50K
24,Self-emp-not-inc,210487,Some-college,9,Never-married,Sales,Own-child,White,Male,264,0,78,United-States,>50K
69,Private,201886,HS-grad,8,Divorced,Other-service,Not-in-family,White,Female,265,0,28,United-States,>50K
40,Federal-gov,140534,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,221023,Bachelors,11,Divorced,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,<=50K
25,Local-gov,218992,Some-college,9,Divorced,Sales,Unmarried,White,Female,0,0,27,United-States,<=50K
24,Private,231427,HS-grad,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,23,United-States,>50K
22,State-gov,218173,HS-grad,8,Never-married,Other-service,Own-child,White,Male,0,0,19,United-States,>50K
35,Self-emp-not-inc,190179,Assoc-acdm,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
23,Private,204727,9th,12,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,United-States,<=50K
45,State-gov,130572,HS-grad,8,Divorced,Exec-managerial,Own-child,White,Male,0,0,21,United-States,>50K
31,Private,107420,Bachelors,11,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
