age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
23,Self-emp-not-inc,126101,Some-college,9,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,0,28,Mexico,<=50K
41,Local-gov,224183,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
40,Local-gov,183074,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,47,United-States,<=50K
48,Private,200683,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
23,Private,208127,HS-grad,8,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
21,Self-emp-inc,98563,Assoc-voc,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
49,Private,188876,HS-grad,8,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,58,United-States,<=50K
31,Self-emp-not-inc,107941,HS-grad,6,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,57,United-States,<=50K
52,Local-gov,418897,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,>50K
38,Private,193060,11th,6,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
29,Self-emp-not-inc,292749,Some-college,9,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,0,0,58,United-States,<=50K
22,Local-gov,34369,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,59,United-States,<=50K
22,Self-emp-not-inc,213637,HS-grad,9,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Male,0,1610,59,United-States,<=50K
62,Private,186277,Some-college,3,Widowed,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,77,United-States,<=50K
60,Self-emp-not-inc,216024,Bachelors,12,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,39,Mexico,<=50K
22,Private,40782,Assoc-voc,12,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,25,United-States,<=50K
67,Local-gov,182948,HS-grad,6,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,1608,57,United-States,<=50K
32,Self-emp-not-inc,113593,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,59,United-States,<=50K
21,State-gov,125144,Some-college,9,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,39,United-States,<=50K
31,Self-emp-not-inc,123611,HS-grad,8,Widowed,Other-service,Own-child,Black,Male,0,1610,26,United-States,<=50K
21,Self-emp-not-inc,196332,Some-college,10,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,1917,27,United-States,<=50K
25,Self-emp-inc,176704,Some-college,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
22,Self-emp-not-inc,341108,11th,6,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,1609,28,United-States,<=50K
22,Self-emp-not-inc,200732,Bachelors,12,Never-married,Sales,Not-in-family,White,Male,0,1609,57,United-States,<=50K
40,Self-emp-not-inc,354834,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
23,Self-emp-not-inc,122917,Bachelors,13,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,58,United-States,<=50K
49,Local-gov,203209,Masters,13,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,1608,60,United-States,<=50K
38,State-gov,194409,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
31,Private,323106,Some-college,4,Never-married,Other-service,Own-child,Black,Male,0,0,39,Mexico,<=50K
58,Private,208600,11th,3,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,0,33,Mexico,<=50K
51,Private,195507,HS-grad,7,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
23,Self-emp-not-inc,217318,Some-college,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
21,Private,39146,Some-college,9,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,23,United-States,<=50K
40,Self-emp-not-inc,426456,Assoc-voc,12,Divorced,Sales,Own-child,Asian-Pac-Islander,Male,0,1609,40,United-States,<=50K
23,State-gov,309572,HS-grad,6,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,>50K
34,Private,172045,Bachelors,12,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
59,Self-emp-not-inc,116917,Bachelors,12,Widowed,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
22,Self-emp-not-inc,44265,Bachelors,4,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,Mexico,<=50K
22,Private,300577,Some-college,6,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,0,1608,39,Mexico,<=50K
32,Self-emp-not-inc,180659,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
50,Self-emp-inc,355000,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1610,39,Mexico,>50K
21,Self-emp-not-inc,109715,HS-grad,4,Married-civ-spouse,Sales,Husband,Black,Male,0,0,39,Mexico,<=50K
59,Private,104068,HS-grad,8,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,1608,39,United-States,<=50K
38,Self-emp-not-inc,175843,HS-grad,9,Divorced,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,47,United-States,<=50K
23,Local-gov,96182,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,58,United-States,<=50K
29,Local-gov,206477,Masters,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Mexico,<=50K
21,Private,219204,Some-college,9,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,58,United-States,<=50K
22,Self-emp-not-inc,209938,HS-grad,3,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,0,0,39,Mexico,<=50K
41,Self-emp-not-inc,95687,Assoc-voc,12,Married-civ-spouse,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
48,Private,37231,Some-college,10,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
24,Private,205311,Assoc-voc,3,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
40,Local-gov,303823,Bachelors,12,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
25,Self-emp-not-inc,202812,HS-grad,6,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,39,United-States,<=50K
50,Self-emp-inc,194608,Masters,13,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,1607,72,United-States,>50K
64,Self-emp-not-inc,107445,Masters,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,1610,28,United-States,>50K
20,Self-emp-not-inc,210391,Some-college,6,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,1607,22,United-States,<=50K
30,Private,407031,Some-college,6,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,27,United-States,<=50K
32,Private,170145,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1609,56,United-States,<=50K
63,Self-emp-not-inc,38989,Some-college,4,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,1608,39,Mexico,<=50K
23,Local-gov,222395,11th,6,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,0,0,39,United-States,<=50K
49,Private,121584,Bachelors,12,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,39,Mexico,>50K
64,Self-emp-not-inc,129051,HS-grad,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,39,United-States,>50K
30,Self-emp-not-inc,113347,Some-college,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,46,United-States,<=50K
50,Local-gov,318688,HS-grad,13,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,47,United-States,>50K
20,Local-gov,203619,Assoc-voc,12,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,0,0,21,United-States,<=50K
64,Self-emp-not-inc,205856,HS-grad,4,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0,47,Mexico,<=50K
21,Local-gov,107523,Some-college,3,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,1608,39,United-States,<=50K
51,State-gov,198846,Bachelors,12,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
