age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
59,Self-emp-not-inc,93657,HS-grad,6,Separated,Sales,Not-in-family,White,Male,1524,3707,55,United-States,>50K
22,Private,538731,Some-college,6,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,2837,149,32,Mexico,<=50K
42,Local-gov,401104,HS-grad,10,Never-married,Craft-repair,Own-child,White,Male,4746,2189,37,United-States,<=50K
60,Self-emp-not-inc,170648,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Female,75984,400,55,United-States,>50K
45,Local-gov,356887,HS-grad,10,Never-married,Craft-repair,Husband,White,Male,3113,1453,36,United-States,<=50K
38,Local-gov,265109,Assoc-acdm,10,Divorced,Craft-repair,Husband,Black,Male,6139,1065,37,United-States,<=50K
45,Local-gov,243356,HS-grad,10,Never-married,Craft-repair,Husband,White,Male,2859,1560,36,United-States,<=50K
24,Private,278965,Some-college,10,Never-married,Transport-moving,Own-child,White,Male,2960,247,38,United-States,<=50K
43,Self-emp-inc,189800,Some-college,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,2815,1493,48,United-States,>50K
28,Private,143922,Bachelors,14,Divorced,Handlers-cleaners,Unmarried,Asian-Pac-Islander,Male,3445,387,37,Vietnam,<=50K
28,Private,84816,Bachelors,15,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,3986,1102,37,Vietnam,<=50K
35,Private,157493,Some-college,9,Married-civ-spouse,Transport-moving,Husband,White,Male,1910,1689,45,United-States,>50K
42,Local-gov,284466,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Female,5177,2256,36,United-States,<=50K
56,Self-emp-not-inc,229377,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,26738,244,59,United-States,>50K
22,Private,133158,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,2272,152,31,Mexico,<=50K
31,Private,124818,Some-college,7,Married-civ-spouse,Transport-moving,Husband,White,Male,4156,1531,41,Mexico,>50K
50,Private,75693,HS-grad,11,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,99997,113,49,United-States,>50K
22,Private,1490400,Some-college,4,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,2453,194,31,Guatemala,<=50K
32,Private,130436,HS-grad,8,Never-married,Adm-clerical,Own-child,White,Female,3332,855,37,United-States,<=50K
28,Private,78009,Bachelors,15,Divorced,Handlers-cleaners,Not-in-family,Asian-Pac-Islander,Male,4092,862,37,Vietnam,<=50K
46,Private,113357,HS-grad,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,99974,122,46,United-States,>50K
57,Self-emp-not-inc,103690,HS-grad,5,Separated,Sales,Not-in-family,White,Male,1301,4354,53,United-States,>50K
41,Private,193037,HS-grad,10,Never-married,Adm-clerical,Own-child,White,Female,1525,1662,37,United-States,<=50K
44,Private,79283,Masters,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,99991,62,51,United-States,>50K
34,Private,308776,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,2841,741,39,United-States,<=50K
25,Private,113295,Some-college,5,Married-civ-spouse,Farming-fishing,Not-in-family,White,Male,2759,311,36,Mexico,<=50K
