age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
19,Private,158150,HS-grad,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,37,United-States,<=50K
31,Private,82846,HS-grad,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
30,Private,174029,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,150495,HS-grad,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,<=50K
20,Private,72186,HS-grad,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
19,Private,166925,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
41,Private,69238,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,172842,HS-grad,8,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,39,United-States,<=50K
31,Private,158471,HS-grad,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,<=50K
30,Private,157245,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,162138,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
20,Private,172396,HS-grad,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,39,United-States,<=50K
41,Private,167375,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,166150,HS-grad,8,Never-married,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,56120,HS-grad,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
31,Private,164727,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,39,United-States,<=50K
19,Private,64711,HS-grad,8,Never-married,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
