age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
27,Private,144923,Some-college,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,39,United-States,<=50K
38,Private,374567,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,39,United-States,<=50K
40,Self-emp-inc,182293,Bachelors,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,39,United-States,<=50K
26,Private,110633,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,31,United-States,<=50K
27,Private,236600,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K
42,Private,77752,9th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
38,Private,133066,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,53,United-States,<=50K
48,Private,186831,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,39,United-States,<=50K
37,Local-gov,69098,Masters,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
35,Federal-gov,145803,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Male,0,0,41,United-States,<=50K
29,Private,161173,Some-college,4,Never-married,Transport-moving,Own-child,White,Female,0,0,39,United-States,<=50K
28,Private,195357,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,1833,39,United-States,>50K
60,Self-emp-not-inc,165008,Bachelors,12,Married-civ-spouse,Protective-serv,Husband,White,Male,6312,0,10,United-States,>50K
41,Private,204037,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K
29,Private,272274,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,39,United-States,<=50K
48,Private,69062,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,26,United-States,<=50K
19,Local-gov,381860,Bachelors,6,Never-married,Other-service,Own-child,White,Male,0,0,7,United-States,<=50K
49,Federal-gov,172770,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,0,67,United-States,<=50K
35,Self-emp-not-inc,124341,Masters,15,Married-civ-spouse,Sales,Husband,White,Male,0,1876,39,United-States,>50K
61,Private,70873,Assoc-voc,11,Widowed,Prof-specialty,Own-child,White,Female,0,0,39,Greece,<=50K
23,Private,157413,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,39,United-States,<=50K
26,Private,263885,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,39,United-States,<=50K
50,Private,179806,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,39,United-States,<=50K
33,Private,175369,HS-grad,9,Divorced,Other-service,Unmarried,White,Male,0,0,39,United-States,<=50K
40,Private,199946,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K
25,Private,55075,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,31,United-States,<=50K
34,Self-emp-not-inc,51717,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,54,United-States,<=50K
54,Private,152931,HS-grad,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,27,United-States,<=50K
25,Federal-gov,82119,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,449,39,United-States,<=50K
27,Private,392255,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,0,0,9,United-States,<=50K
32,Private,110594,11th,6,Never-married,Tech-support,Own-child,White,Female,0,0,39,United-States,<=50K
36,Private,60768,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
41,Private,157835,Bachelors,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,44,United-States,>50K
35,Private,221398,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,43,United-States,<=50K
64,Private,201021,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,39,United-States,<=50K
53,Private,190702,Bachelors,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,39,United-States,>50K
27,Private,193855,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,39,United-States,<=50K
59,Private,183344,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,39,United-States,<=50K
22,Private,44163,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,48,United-States,<=50K
37,Private,197121,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,396294,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,15137,0,39,Hungary,<=50K
53,Private,210922,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,29,United-States,<=50K
61,Self-emp-inc,66889,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,39,United-States,>50K
